18.573664	15.626150
17.192027	15.811610
27.313096	16.384063
7.581160	16.181394
26.954543	16.705223
10.251495	16.588151
19.620427	16.840595
26.309742	16.891767
18.965027	17.489197
19.559920	17.350206
13.828184	17.645685
25.379536	18.037067
22.488373	18.113273
22.948487	18.397426
28.783128	18.975799
21.819931	19.561491
25.063113	19.853719
25.071352	20.305127
24.958337	20.767062
23.196919	20.901866
22.869802	21.211936
24.809831	21.473448
24.447874	21.682173
24.616835	21.851535
26.372534	22.168493
26.086650	22.488479
26.376401	22.754148
24.322276	22.963519
25.508634	23.221587
24.414518	23.353886
26.874326	23.558474
25.391456	23.679942
27.015135	23.930940
27.319761	24.145256
25.086319	24.330402
19.820071	24.202618
23.969741	24.250284
28.668085	24.380271
28.326502	24.467544
27.298947	24.583477
28.923113	25.023771
26.732871	25.288993
19.763349	25.114548
24.709326	25.115471
7.301264	24.421963
29.819945	24.121555
19.318039	23.783615
28.496199	23.866742
37.845945	24.126252
13.685541	24.322481
16.169959	24.032586
22.565769	24.020149
13.983320	23.871788
50.054825	23.261929
11.337672	23.432874
47.965377	23.603448
29.160209	23.561615
29.046431	23.481239
29.117153	23.509480
-6.577237	23.534703
28.255317	23.525027
23.262041	23.514572
28.952912	23.519357
29.764604	23.522857
27.562107	23.521023
29.459505	23.519675
29.582594	23.520482
30.933754	23.520943
28.365142	23.520624
29.080031	23.520455
20.089528	23.520588
29.638012	23.520646
18.783907	23.520593
28.003385	23.520573
26.566824	23.520594
25.807691	23.520601
27.182101	23.520592
27.243400	23.520590
26.553528	23.520593
54.357234	23.520594
28.279686	23.520593
54.455445	23.520593
0.076470	23.520593
54.573087	23.520593
26.031911	23.520593
54.772332	23.520593
27.200747	23.520593
-0.019039	23.520593
26.359722	23.520593
28.329519	23.520593
19.347714	23.520593
24.909488	23.520593
25.408161	23.520593
19.664429	23.520593
25.954962	23.520593
25.325189	23.520593
24.793766	23.520593
52.500847	23.520593
54.276648	23.520593
25.264528	23.520593
25.931711	23.520593
25.092348	23.520593
-1.895512	23.520593
51.115907	23.520593
24.855010	23.520593
-2.243601	23.520593
24.057762	23.520593
24.684542	23.520593
24.664898	23.520593
25.515326	23.520593
23.258566	23.520593
32.180283	23.520593
24.264852	23.520593
23.157322	23.520593
23.862863	23.520593
23.595194	23.520593
23.306785	23.520593
23.199493	23.520593
26.255090	23.520593
21.231469	23.520593
22.855417	23.520593
23.722541	23.520593
23.401808	23.520593
24.406441	23.520593
23.634183	23.520593
15.594096	23.520593
28.828189	23.520593
22.224431	23.520593
24.746863	23.520593
23.087380	23.520593
22.959716	23.520593
41.471275	23.520593
3.202464	23.520593
19.816082	23.520593
15.863052	23.520593
22.629976	23.520593
-4.743360	23.520593
22.377304	23.520593
22.301879	23.520593
22.329832	23.520593
21.220220	23.520593
14.763130	23.520593
28.547926	23.520593
21.012593	23.420273
-6.059531	23.396196
20.982461	23.269792
28.785603	23.430232
20.877600	23.306440
22.064481	23.375427
41.158103	23.369479
3.474141	23.484897
21.746459	23.214265
17.848174	23.074653
21.394148	22.938006
0.264757	22.834215
13.337267	22.302790
24.038710	22.212185
29.396018	22.501605
23.494826	22.498352
11.524171	21.974626
17.926919	22.092579
20.408311	21.923442
18.648047	21.377891
15.829714	20.847194
15.609767	20.785132
23.426402	20.743622
1.412129	20.521070
17.477008	20.302864
14.776202	20.151858
15.426420	20.017869
16.918561	19.612405
15.882165	19.236213
14.343798	18.897555
35.209213	18.811548
6.574864	18.705689
26.285568	18.899026
12.691271	18.703953
-5.773200	17.860553
14.021939	17.475330
25.236152	17.486242
0.265503	16.162882
12.121899	15.631893
11.314764	15.869680
11.889994	15.463272
8.952106	14.407316
11.808382	14.517918
10.815231	14.242856
10.548281	13.886832
10.307132	13.508230
10.331523	13.383589
9.649067	13.070351
8.821408	12.756097
9.037863	12.469533
9.768652	12.240254
9.111811	11.962799
5.237635	11.564831
11.290909	11.425358
5.040213	10.723515
7.681290	10.652997
9.259472	10.417268
6.987837	10.367303
5.968581	9.836303
5.988599	9.589275
4.278482	9.325295
4.475785	8.924162
16.578417	9.013674
2.300375	8.872225
4.435634	8.821454
2.850612	8.550215
1.631619	7.860601
1.537007	7.331109
1.784549	7.002253
1.219910	6.509783
1.066472	6.030331
0.853676	5.633160
-0.575477	5.209071
0.605455	4.803270
-0.058992	4.410812
0.027000	4.045329
-0.210942	3.685178
0.311538	3.415880
1.292664	3.165891
0.935518	2.956687
1.502525	2.797979
0.296182	2.640825
0.791899	2.505028
0.351133	2.335194
0.030363	2.174689
1.091095	2.033574
0.709421	1.928653
1.631571	1.846965
0.102192	
