-0.002749	-0.000110
-0.005327	-0.000345
0.013625	0.000131
0.021083	0.001001
0.004807	0.001393
0.004693	0.001991
0.011600	0.003135
-0.009816	0.002799
-0.009838	0.001921
0.006679	0.002102
0.008911	0.002293
-0.009742	0.001271
0.004405	0.001534
-0.002322	0.001757
-0.005461	0.001203
-0.000327	0.000615
-0.004611	0.000689
-0.003028	0.000223
0.013911	0.000565
-0.005380	0.000441
0.006012	0.000660
0.011214	0.001287
-0.007359	0.001327
0.020880	0.001758
0.009105	0.002600
-0.002863	0.002633
-0.010049	0.002052
0.003320	0.002624
0.004411	0.002139
0.009085	0.002046
0.011708	0.002511
-0.000189	0.002997
-0.014436	0.002362
0.017759	0.002940
-0.002697	0.002648
0.019217	0.002976
0.006156	0.003225
-0.000517	0.003955
-0.009549	0.003065
-0.007795	0.002945
0.001933	0.002247
0.006946	0.002083
0.006008	0.001970
0.004881	0.002328
0.003919	0.002673
0.008941	0.003039
-0.001523	0.002891
0.010650	0.003261
-0.023735	0.002303
-0.009288	0.001700
0.001726	0.001144
0.002513	0.000956
0.039798	0.001661
0.127940	0.007600
0.688340	0.036685
0.162601	0.050228
0.061548	0.062444
0.049091	0.074972
0.224279	0.092300
3.057957	0.198208
3.324314	0.354272
4.486818	0.589649
5.417130	0.907306
4.323842	1.234289
4.499441	1.499165
168.358221	1.655138
-150.812620	1.754968
6.985065	1.987218
7.088488	2.248390
9.090489	2.581877
6.888827	2.982811
8.730169	3.511381
9.730293	3.926022
7.572854	4.280923
9.930753	4.654343
10.639755	5.138687
11.079905	5.558137
12.136433	5.980806
12.981681	6.537136
12.843374	7.030199
13.105675	7.507138
13.231732	7.983012
14.735886	8.487431
15.845547	8.992045
15.189718	9.478267
17.049448	10.030244
16.115153	10.555027
16.612992	11.043631
16.479476	11.479305
16.985766	11.951355
18.066390	12.376255
18.584322	12.839267
17.507748	13.234185
18.101697	13.650049
19.271844	14.081231
16.927647	14.376677
16.346694	14.594654
16.545072	14.828240
16.967320	15.018504
18.660649	15.181510
17.865771	15.380002
